duplication_type	gene	age	mean_ATAC_TSS_2kb
TD	Pbre1_15G562800	old	0.9606991751939059
PD	Pbre1_13G355000	old	0.8005895369462671
TRD	Pbre1_15G054000	old	1.0685724634230138
PD	Pbre1_12G120000	old	1.6930713594406843
TRD	Pbre1_16G158400	old	0.9422961776833981
TD	Pbre1_15G421200	old	2.368460096741095
TD	Pbre1_04G032400	old	0.2684284850787371
PD	Pbre1_06G411800	old	0.8291126151904464
TRD	Pbre1_11G171600	old	1.420394440829754
TD	Pbre1_07G039800	old	1.0413884791433812
TD	Pbre1_07G210000	old	1.073546713657677
TRD	Pbre1_16G172400	old	1.4317366871908308
TRD	Pbre1_04G164000	old	1.4092486464604734
TRD	Pbre1_05G077800	old	0.7727363378629089
TRD	Pbre1_15G115000	old	0.909549761041999
PD	Pbre1_10G348800	old	0.42727585705928506
TRD	Pbre1_05G251000	old	0.6991313496064395
TD	Pbre1_03G301800	old	1.0410804613903166
TD	Pbre1_02G426800	old	1.2740774174779654
TRD	Pbre1_15G729000	old	1.1785332990027964
TRD	Pbre1_12G364400	old	0.6877050998806954
TRD	Pbre1_07G152600	old	1.5323344660401346
TD	Pbre1_11G322600	old	1.4212566239312292
PD	Pbre1_06G182800	old	1.4800055198371411
PD	Pbre1_06G282000	old	0.5255178483668714
PD	Pbre1_10G282200	old	0.8706732988357544
TRD	Pbre1_02G506000	old	0.7798364973869175
PD	Pbre1_10G116600	old	1.4041404284443706
TRD	Pbre1_15G556800	old	1.384949700832367
PD	Pbre1_15G088400	old	0.7057387093789875
TRD	Pbre1_15G206200	old	0.8739396950080991
TD	Pbre1_10G387000	old	0.8453306675292552
TRD	Pbre1_15G472800	old	1.5148776505067945
TRD	Pbre1_14G151600	old	1.0207134807948024
TRD	Pbre1_14G189000	old	1.3459771923422814
PD	Pbre1_10G334600	old	0.9278219091072678
TD	Pbre1_10G022400	old	0.8579850893206895
PD	Pbre1_05G358400	old	0.72271639181301
TD	Pbre1_13G019800	old	0.8018665779717267
TRD	Pbre1_06G366400	old	1.3754649125784635
PD	Pbre1_02G249000	old	0.9968671228028834
TRD	Pbre1_15G035400	old	1.315163736075163
PD	Pbre1_09G099400	old	0.8755215457230806
TRD	Pbre1_15G020600	old	1.191611016020179
TRD	Pbre1_11G213600	old	1.075220041833818
PD	Pbre1_04G182000	old	0.9332327713519335
PD	Pbre1_02G060000	old	1.5813826762586831
TD	Pbre1_07G161200	old	1.1136185343116523
TD	Pbre1_07G428000	old	0.8702355107441544
TRD	Pbre1_17G267400	old	1.1030126122832298
TRD	Pbre1_15G331200	old	1.0509758890867231
TRD	Pbre1_01G202000	old	0.9089002034626901
TD	Pbre1_08G364000	old	1.2827908891215922
TD	Pbre1_12G067400	old	1.0365984187573194
TD	Pbre1_17G361800	old	0.7456540945377201
TRD	Pbre1_14G178000	old	1.9266450317203998
TRD	Pbre1_07G468600	old	0.6230744449235499
TRD	Pbre1_10G086000	old	1.41064155420661
TRD	Pbre1_10G256800	old	1.2113135868497191
TD	Pbre1_10G421000	old	1.6809986350648103
PD	Pbre1_08G034000	old	0.7221362791582943
TRD	Pbre1_17G503200	old	1.3009833126142623
TRD	Pbre1_09G008000	old	0.8122267770767213
TRD	Pbre1_13G412400	old	1.1511329301446676
TD	Pbre1_15G029000	old	0.5606552679501474
TRD	Pbre1_01G205200	old	1.1160792450327428
TRD	Pbre1_02G113200	old	1.01905257114768
TD	Pbre1_08G287200	old	0.8357732736468316
TD	Pbre1_13G099800	old	1.0904063133597375
TD	Pbre1_04G232000	old	1.112071487031877
PD	Pbre1_13G429800	old	1.419093259619549
TRD	Pbre1_06G345600	old	1.2381497163921593
PD	Pbre1_02G234000	old	0.6261837023124099
TRD	Pbre1_12G350200	old	1.2792000935897232
PD	Pbre1_14G259400	old	0.8742658364400266
TD	Pbre1_05G558600	old	0.9120544671639799
PD	Pbre1_04G227600	old	1.12137335896492
TRD	Pbre1_13G107200	old	0.43889071705751126
TRD	Pbre1_06G046600	old	1.1952081649340687
PD	Pbre1_17G066200	old	0.7106569510456173
PD	Pbre1_10G057200	old	0.3714046145863831
TRD	Pbre1_05G005600	old	1.507111719980836
PD	Pbre1_17G491400	old	1.0322090710327028
TRD	Pbre1_04G337200	old	0.7855949150025845
PD	Pbre1_01G133800	old	1.2301017450764775
PD	Pbre1_01G121200	old	0.32106377626024185
TRD	Pbre1_12G440000	old	1.0238464418500661
PD	Pbre1_06G009000	old	0.6786478516068308
PD	Pbre1_09G139600	old	0.8837291446961462
TD	Pbre1_07G281000	old	1.1737436090037228
PD	Pbre1_08G233200	old	0.85109494163841
TRD	Pbre1_04G148000	old	1.2741603836789728
TRD	Pbre1_15G062400	old	1.4469817384034396
PD	Pbre1_11G345800	old	0.1835746732763946
TRD	Pbre1_13G121000	old	1.4560369916260243
TD	Pbre1_08G338800	old	1.4508307411521675
TD	Pbre1_17G272600	old	1.0443428679704667
PD	Pbre1_13G354000	old	0.5083192194066942
TRD	Pbre1_15G437200	old	0.3724335404112935
TRD	Pbre1_05G426000	old	1.4722803710047154
TRD	Pbre1_02G386400	old	0.7319346613697707
TRD	Pbre1_10G328600	old	1.0226544552519916
TD	Pbre1_05G447600	old	1.0619099492952226
TRD	Pbre1_05G537800	old	1.221094357252121
TRD	Pbre1_10G005800	old	1.0180346891395746
TD	Pbre1_10G407600	old	1.0296469557508827
TRD	Pbre1_06G104800	old	1.082528786700219
PD	Pbre1_04G206600	old	1.2075725747831165
TRD	Pbre1_10G337000	old	1.3655249057710173
TD	Pbre1_01G127600	old	1.084694601416588
PD	Pbre1_04G263600	old	1.1462710534706713
PD	Pbre1_04G257000	old	0.5181148479152471
PD	Pbre1_03G409200	old	0.7377523878067731
PD	Pbre1_03G039000	old	1.0559971839636564
TRD	Pbre1_08G398800	old	1.0061651334688066
TD	Pbre1_17G281600	old	1.1734497972112148
TD	Pbre1_02G054000	old	0.9384235213026404
TD	Pbre1_10G481000	old	0.6436338420119136
TD	Pbre1_02G288400	old	1.0675775698125363
TD	Pbre1_09G062800	old	1.2811018428951502
TD	Pbre1_14G114600	old	0.8346753350086511
TD	Pbre1_13G068400	old	0.8022502271234989
TRD	Pbre1_02G181000	old	1.4337249896228315
TD	Pbre1_03G174200	old	1.5192630710750819
TRD	Pbre1_09G224000	old	1.1090854648277162
TRD	Pbre1_01G092800	old	1.0949829629696908
TD	Pbre1_15G763600	old	1.2592966462671757
TD	Pbre1_07G072000	old	0.495678782980889
TD	Pbre1_06G218000	old	1.6974075747057795
PD	Pbre1_10G513600	old	0.6446692784279586
TD	Pbre1_11G490000	old	1.0502087045758963
TRD	Pbre1_13G486800	old	1.6764022985398768
TRD	Pbre1_04G072400	old	0.8531075647380202
TRD	Pbre1_07G499000	old	1.2308013062626124
TD	Pbre1_06G042600	old	0.45979048198088995
TRD	Pbre1_06G174000	old	2.245216791838408
TRD	Pbre1_12G247000	old	1.2719504227861762
TD	Pbre1_04G029600	old	0.9893265641517939
TD	Pbre1_12G150800	old	1.0655756745673717
PD	Pbre1_14G053200	old	0.7296350156217813
TD	Pbre1_15G246000	old	0.35805241677910093
TRD	Pbre1_01G302000	old	1.3270401258096098
TRD	Pbre1_04G118400	old	1.1121428316999227
PD	Pbre1_01G315600	old	1.0822211914807558
PD	Pbre1_10G376600	old	0.7147354857474566
TRD	Pbre1_03G215200	old	1.0196929888799786
TRD	Pbre1_03G432000	old	1.313864784553647
TRD	Pbre1_10G497800	old	1.4052791288495066
TD	Pbre1_01G197600	old	0.7130698713809253
TRD	Pbre1_04G022600	old	0.8976852236054839
TRD	Pbre1_14G175400	old	2.2959997598398476
PD	Pbre1_05G458400	old	1.2896742131821812
PD	Pbre1_03G090000	old	1.5327910423092543
TRD	Pbre1_12G439600	old	1.0636433879137037
TRD	Pbre1_10G309600	old	1.6948093118071554
TD	Pbre1_16G309200	old	0.8663670767843723
TRD	Pbre1_17G107800	old	1.957932480610907
TRD	Pbre1_11G077600	old	0.8340157549381256
TRD	Pbre1_14G317000	old	0.9700942663252354
TD	Pbre1_05G139400	old	0.6518429441731423
TD	Pbre1_09G125000	old	1.1175690649915486
TRD	Pbre1_16G473400	old	1.0193642317131162
PD	Pbre1_02G385400	old	0.9244317261055113
TRD	Pbre1_13G472600	old	1.8174920841529967
TRD	Pbre1_11G361400	old	1.2452501076571643
PD	Pbre1_04G054200	old	0.7469608319848776
TRD	Pbre1_12G274800	old	1.5243621484935284
TRD	Pbre1_14G161800	old	1.0394980312548578
PD	Pbre1_12G184800	old	1.161621205188334
PD	Pbre1_05G394800	old	1.3214526929967105
TRD	Pbre1_10G135800	old	1.4565019040405751
TD	Pbre1_06G261400	old	0.5429260217361153
TD	Pbre1_02G214200	old	1.9902379622980952
TRD	Pbre1_15G046000	old	1.5697090452015399
PD	Pbre1_04G051800	old	0.8759341268204153
PD	Pbre1_09G274600	old	0.7944604827612639
TD	Pbre1_15G679200	old	1.1592855719476938
TD	Pbre1_08G188600	old	0.9454476131889968
TD	Pbre1_10G366400	old	0.7605977086015046
TRD	Pbre1_04G355400	old	1.169746220983565
TD	Pbre1_08G295800	old	1.2127366841360927
TD	Pbre1_06G182600	old	0.8048748135678471
TRD	Pbre1_11G161000	old	1.5277735571563242
TRD	Pbre1_07G439800	old	0.6622877710908652
TD	Pbre1_15G145200	old	1.1222587718963624
TRD	Pbre1_17G180800	old	1.2007615106478333
TRD	Pbre1_10G375000	old	1.605977148078382
TD	Pbre1_09G427400	old	1.4119966230597347
TD	Pbre1_11G412400	old	1.0997415320202708
TRD	Pbre1_12G346000	old	1.1829065013825892
TD	Pbre1_17G093600	old	0.879790542960167
PD	Pbre1_17G069000	old	0.5667306545227765
TRD	Pbre1_15G132200	old	1.3247332505136729
TRD	Pbre1_13G341400	old	1.3183095084875824
TRD	Pbre1_14G125200	old	1.3566281953305006
TRD	Pbre1_09G325000	old	1.35000051304698
TD	Pbre1_01G415200	old	2.056761709429323
TRD	Pbre1_16G429000	old	1.0892266610786319
TRD	Pbre1_07G098200	old	0.48875219646655027
TD	Pbre1_12G378600	old	0.5583063246123492
TRD	Pbre1_02G311000	old	2.5844416331350804
TRD	Pbre1_10G223000	old	0.8175501091890037
TD	Pbre1_02G382000	old	0.8790047607347369
TRD	Pbre1_15G106000	old	1.8882677453011276
PD	Pbre1_17G455800	old	1.395006423085928
TD	Pbre1_08G013200	old	1.1822060355804862
TRD	Pbre1_12G131800	old	1.529341167896986
PD	Pbre1_14G023400	old	1.4628758156001567
PD	Pbre1_06G071400	old	1.227430769942701
TRD	Pbre1_08G106000	old	0.8510289791487157
TD	Pbre1_17G074800	old	0.5185491851698607
TD	Pbre1_09G117600	old	0.7960634721014648
TD	Pbre1_11G225800	old	0.9796260834932327
TRD	Pbre1_09G259200	old	0.8285413535237313
TRD	Pbre1_11G222000	old	1.1261888383328915
PD	Pbre1_12G265800	old	1.0302678935229779
TD	Pbre1_09G110000	old	1.7372912536859513
TRD	Pbre1_05G210000	old	1.143201622515917
TD	Pbre1_10G202000	old	0.847857721745968
TRD	Pbre1_15G208000	old	1.5910715400204063
PD	Pbre1_09G482200	old	0.6208985500484705
PD	Pbre1_02G160000	old	1.1937206202298403
TD	Pbre1_17G168400	old	1.2885773500204087
TRD	Pbre1_06G210800	old	1.366505179181695
TRD	Pbre1_15G262400	old	0.7246752644591034
TRD	Pbre1_05G337200	old	1.039076139625162
TRD	Pbre1_13G428800	old	1.938184908211231
TD	Pbre1_04G065200	old	0.9103336856774986
TD	Pbre1_04G260000	old	0.934091173503548
TRD	Pbre1_09G459800	old	0.36851878223940726
TRD	Pbre1_11G226400	old	1.590123525708914
PD	Pbre1_04G391000	old	0.09933090596273543
TRD	Pbre1_11G218200	old	1.1408965923674406
TD	Pbre1_12G206200	old	1.685617231145501
TRD	Pbre1_13G414400	old	0.9971124877408147
PD	Pbre1_05G323200	old	0.7444491460416466
TRD	Pbre1_10G535800	old	1.1554762066900728
TRD	Pbre1_16G009400	old	1.1577667072415352
TRD	Pbre1_06G045600	old	0.8156455990653484
TD	Pbre1_01G426200	old	1.4563243714496494
TD	Pbre1_16G304400	old	0.7579886430408805
TD	Pbre1_05G488800	old	0.8661451980844141
PD	Pbre1_04G018200	old	1.155253591351211
TRD	Pbre1_15G038800	old	2.1792536675930023
TD	Pbre1_14G263200	old	1.2245906786248089
TRD	Pbre1_13G386800	old	1.291377869039774
TRD	Pbre1_03G146400	old	1.6800028651207686
TRD	Pbre1_05G055800	old	0.9903315576203167
TRD	Pbre1_12G039600	old	0.5868020608611404
TRD	Pbre1_08G336800	old	1.0920830320939419
TRD	Pbre1_10G051800	old	0.708050853330642
TD	Pbre1_11G178000	old	1.4288862506337463
TRD	Pbre1_10G514200	old	1.3028763190582393
PD	Pbre1_15G694600	old	0.8242843149285763
TD	Pbre1_14G037000	old	1.0732858344241978
TRD	Pbre1_02G211000	old	1.1161027754545212
PD	Pbre1_17G445200	old	0.8549710478913038
PD	Pbre1_15G766400	old	1.084284012084827
TD	Pbre1_14G256600	old	0.7155399237908423
TRD	Pbre1_05G229600	old	1.3468931351453066
TD	Pbre1_04G269400	old	1.0806730411052705
TD	Pbre1_16G305000	old	0.9850704316049814
TRD	Pbre1_05G240800	old	0.9210817354917527
TRD	Pbre1_13G340400	old	1.5459547780528666
TRD	Pbre1_17G136000	old	1.4373725341707468
TD	Pbre1_06G312400	old	0.5566327622383833
TRD	Pbre1_08G185400	old	1.030533759981394
PD	Pbre1_02G461400	old	1.1167674895022064
TRD	Pbre1_05G375800	old	0.8676630836948753
PD	Pbre1_05G308200	old	1.230154664590955
TRD	Pbre1_10G029600	old	0.0
TRD	Pbre1_15G652600	old	1.249025830745697
TRD	Pbre1_05G164000	old	0.834637554053217
TD	Pbre1_17G451600	old	0.5126761281583458
TD	Pbre1_04G300600	old	0.7514610357247293
TRD	Pbre1_10G174400	old	1.1039634664654732
PD	Pbre1_17G471800	old	1.125557097375393
TRD	Pbre1_05G420000	old	0.9076075280681252
TRD	Pbre1_02G288000	old	1.2891293608099221
TD	Pbre1_02G471600	old	1.1099257241263987
TD	Pbre1_04G330000	old	0.8556619218271226
TRD	Pbre1_05G075800	old	1.2658262721449138
TD	Pbre1_01G186200	old	1.6076167335510256
TRD	Pbre1_10G473600	old	1.1004301792010664
PD	Pbre1_15G146600	old	0.7855409267917276
TRD	Pbre1_04G300200	old	0.8993803244605661
TRD	Pbre1_07G239000	old	0.9949127453342079
TRD	Pbre1_15G086200	old	1.2580804875679317
TD	Pbre1_12G157600	old	1.2149855795800686
TRD	Pbre1_02G063200	old	2.1685768776535985
TD	Pbre1_14G184000	old	0.984622134923935
TRD	Pbre1_11G051400	old	0.7531938025280833
TRD	Pbre1_13G025800	old	1.1405420085936786
PD	Pbre1_05G358600	old	1.1215254900306462
TRD	Pbre1_10G085200	old	1.057797888249159
TRD	Pbre1_12G229400	old	0.6913309780787676
PD	Pbre1_13G239000	old	0.6891895419303328
PD	Pbre1_17G487000	old	0.7166512188091874
TRD	Pbre1_07G156400	old	0.1768837506175041
TD	Pbre1_02G312200	old	0.8683118766359985
TD	Pbre1_13G063200	old	0.6445773791130632
TRD	Pbre1_01G039000	old	1.5252161469757557
TRD	Pbre1_04G223200	old	1.3948391160033644
TD	Pbre1_17G137200	old	1.0304907634034755
TRD	Pbre1_02G304400	old	1.020919789966196
PD	Pbre1_06G170400	old	1.3078642638027667
PD	Pbre1_10G297400	old	0.6184615393579007
TD	Pbre1_07G373600	old	0.9927396104633808
TD	Pbre1_06G240600	old	0.633706995472312
TD	Pbre1_01G346000	old	0.05295542001910507
TD	Pbre1_17G451000	old	0.6459945196248591
TRD	Pbre1_05G595000	old	0.9638489450663329
PD	Pbre1_09G074400	old	0.9029754661265761
TD	Pbre1_16G413000	old	1.0260075903572141
PD	Pbre1_05G251800	old	0.5161578333750367
TRD	Pbre1_16G147800	old	1.0152963652834297
TD	Pbre1_11G462400	old	1.2833285318315029
TRD	Pbre1_09G149200	old	1.4294754261970521
TRD	Pbre1_07G395200	old	0.9493736537024379
TRD	Pbre1_15G294200	old	1.5883372462689878
TRD	Pbre1_05G402000	old	0.9653019538521768
TRD	Pbre1_07G491600	old	0.9294777068663388
TRD	Pbre1_17G099600	old	0.9598876419570297
TRD	Pbre1_09G204800	old	1.3990043747723102
TRD	Pbre1_12G038600	old	1.0579302893951534
TRD	Pbre1_16G244200	old	1.0715898429900408
TD	Pbre1_15G575000	old	1.727283160686493
TRD	Pbre1_11G402400	old	1.5829590079486369
TD	Pbre1_08G140000	old	1.2382982658445836
TRD	Pbre1_02G396000	old	1.020078656204045
TRD	Pbre1_01G207400	old	1.0265017133429648
PD	Pbre1_10G230000	old	0.2689469033135101
TD	Pbre1_15G488400	old	0.8649339915532618
TD	Pbre1_02G197600	old	0.7647584790438413
TRD	Pbre1_07G363000	old	1.005451007671654
PD	Pbre1_14G407600	old	0.8689177903477102
PD	Pbre1_14G407800	old	1.2213527124449608
TRD	Pbre1_12G287200	old	1.1995830953195692
TRD	Pbre1_13G343800	old	0.767030926823616
TD	Pbre1_10G543000	old	0.8195692688897254
TRD	Pbre1_15G628000	old	0.8775716245248916
PD	Pbre1_04G297400	old	0.8889323567152022
TRD	Pbre1_08G088400	old	1.2603891268372536
PD	Pbre1_02G273000	old	1.2983544206619262
TD	Pbre1_09G469400	old	1.081012886427343
TRD	Pbre1_02G189400	old	0.8170660723354668
TD	Pbre1_09G195000	old	0.38256682659871877
TRD	Pbre1_04G276200	old	0.9622403658553959
TRD	Pbre1_09G222400	old	0.8551365150511266
TRD	Pbre1_03G157400	old	0.9118037119060756
TRD	Pbre1_16G471600	old	0.9405885363090782
TD	Pbre1_15G027200	old	1.6937128835916517
TRD	Pbre1_06G085200	old	1.4990600150078535
TRD	Pbre1_10G070800	old	0.8359110554866493
PD	Pbre1_08G077600	old	2.261130202665925
TD	Pbre1_12G035200	old	0.6900643936973065
PD	Pbre1_10G256000	old	1.0758341926932335
TRD	Pbre1_04G322400	old	1.3662258020788431
TD	Pbre1_13G243800	old	1.0254393464624882
TD	Pbre1_15G624800	old	0.891793064892292
PD	Pbre1_07G202800	old	1.1873069320004435
PD	Pbre1_08G221000	old	0.7621108616050334
TRD	Pbre1_13G073800	old	1.218802656248212
TD	Pbre1_13G020200	old	1.5168673197180031
TD	Pbre1_03G230000	old	1.211913797006011
TRD	Pbre1_15G208600	old	0.7101989214457571
TRD	Pbre1_11G001000	old	1.0399397810325026
TRD	Pbre1_08G331000	old	1.1157880535423756
TD	Pbre1_11G119000	old	1.5051077300161122
TRD	Pbre1_09G032800	old	1.7308946606814861
TRD	Pbre1_13G343200	old	1.3204666463658215
TRD	Pbre1_11G254200	old	0.6895917095132172
TD	Pbre1_06G335000	old	1.0322254081517457
TRD	Pbre1_17G438800	old	2.36020083270967
TRD	Pbre1_02G039000	old	1.0425608578920365
PD	Pbre1_15G759600	old	0.196199798097834
PD	Pbre1_05G435800	old	1.0934198946505784
TD	Pbre1_15G117800	old	1.07443652574718
PD	Pbre1_03G427000	old	0.7488867805358023
TD	Pbre1_02G172200	old	1.0423188089281321
TRD	Pbre1_01G263600	old	2.3712743153870104
TRD	Pbre1_08G219200	old	1.4942066219449042
TD	Pbre1_15G768800	old	0.7978415013179182
TRD	Pbre1_05G325200	old	0.6885754094235599
TRD	Pbre1_16G103400	old	1.0048555563949049
TRD	Pbre1_04G195000	old	1.5228296440839766
TD	Pbre1_10G465800	old	0.6110669761300087
TRD	Pbre1_09G135000	old	0.8064364682547748
TRD	Pbre1_09G303000	old	1.1113810451924802
TD	Pbre1_08G078800	old	1.1705837353914976
TRD	Pbre1_13G486000	old	1.3694831541776658
TRD	Pbre1_05G386200	old	0.8670764514245093
TRD	Pbre1_15G746400	old	0.8361961840149015
TD	Pbre1_14G091200	old	1.0908684240952133
TRD	Pbre1_11G482000	old	1.1694736281447111
TD	Pbre1_02G047400	old	1.3489484405741095
PD	Pbre1_16G224200	old	0.7184572176169605
PD	Pbre1_14G023600	old	1.5965838445276022
PD	Pbre1_14G015600	old	1.5957987958565354
TRD	Pbre1_06G040800	old	1.3048431566506626
PD	Pbre1_06G075800	old	1.0748670157045126
PD	Pbre1_09G341600	old	1.0414562826585023
TD	Pbre1_04G298200	old	1.3843811457157134
TRD	Pbre1_11G344600	old	1.3347620986402036
TRD	Pbre1_10G137400	old	0.9787466788962483
PD	Pbre1_01G155800	old	0.7993719545844943
PD	Pbre1_13G479800	old	0.6225005725491792
TRD	Pbre1_17G127600	old	1.4870109211429952
TD	Pbre1_05G205400	old	3.7778362196683886
TD	Pbre1_15G214800	old	0.3179459038134665
TD	Pbre1_01G315200	old	0.44778595939278604
TRD	Pbre1_04G088800	old	1.007091871984303
TRD	Pbre1_13G145600	old	0.677793841727078
TRD	Pbre1_08G181800	old	0.4912812390532345
TRD	Pbre1_01G280200	old	1.2148827635720372
TD	Pbre1_09G450600	old	0.7503109070584177
PD	Pbre1_14G412800	old	1.2591264175251127
TD	Pbre1_15G051000	old	0.7628172312639654
TRD	Pbre1_15G236000	old	1.3406200668364765
PD	Pbre1_17G443600	old	1.0339073202386497
TRD	Pbre1_13G222800	old	0.7190147523134947
TRD	Pbre1_02G364000	old	1.4288399103507399
TRD	Pbre1_08G023200	old	2.3175751843452455
TRD	Pbre1_07G062800	old	0.6594689141493291
TRD	Pbre1_13G340000	old	1.1847774647176266
TD	Pbre1_10G352000	old	0.9799946626648307
TRD	Pbre1_14G264200	old	0.8930902019180358
PD	Pbre1_05G376200	old	0.7841354386005551
PD	Pbre1_10G073000	old	1.0074631582982838
TD	Pbre1_03G337600	old	1.6177263639718293
TRD	Pbre1_13G035200	old	0.9951155620962382
TD	Pbre1_02G437800	old	1.2190516879484057
TD	Pbre1_13G254800	old	1.1289986761286854
TD	Pbre1_04G099600	old	1.271749303713441
TRD	Pbre1_04G382400	old	0.7021875764615834
TD	Pbre1_11G411400	old	1.0189058096259833
TD	Pbre1_01G335600	old	1.3095091396663339
TD	Pbre1_10G295800	old	0.6599964716937393
TRD	Pbre1_03G206400	old	1.1080266343615948
TD	Pbre1_05G253200	old	1.229070805862546
TRD	Pbre1_13G242000	old	1.3587217810153962
TRD	Pbre1_04G413200	old	0.8233157757520676
TRD	Pbre1_03G077000	old	1.2476299675926565
TD	Pbre1_13G301000	old	0.8114166388027371
TD	Pbre1_11G352000	old	1.0969677087888121
TRD	Pbre1_15G276800	old	1.150336667574942
TRD	Pbre1_13G094600	old	1.2680632371902467
PD	Pbre1_10G241200	old	1.6188458038866522
TRD	Pbre1_15G080400	old	0.7770497685670852
TRD	Pbre1_06G363800	old	1.065626680571586
TD	Pbre1_10G390800	old	0.605664429301396
TD	Pbre1_03G026400	old	1.4729688108861445
TRD	Pbre1_12G353000	old	0.7494881695937365
PD	Pbre1_10G373400	old	0.5998318736813962
TRD	Pbre1_15G758600	old	0.45655637052655224
PD	Pbre1_02G272000	old	0.44059856200963254
TRD	Pbre1_05G163200	old	1.0486231721192598
PD	Pbre1_01G402400	old	0.7380191135481
TRD	Pbre1_06G093200	old	0.04818523957952857
TRD	Pbre1_07G196000	old	0.9058637475706636
TD	Pbre1_04G057000	old	1.171369818136096
TRD	Pbre1_09G185000	old	0.18729416085407136
TRD	Pbre1_03G142400	old	0.9732461178600789
TRD	Pbre1_06G275000	old	1.510416830137372
PD	Pbre1_15G030800	old	1.0198901188690215
TRD	Pbre1_10G307600	old	1.6903729139119386
TRD	Pbre1_10G238800	old	0.6306100399121641
TRD	Pbre1_08G152800	old	0.9726342865731568
TRD	Pbre1_15G043200	old	1.4776459622383118
TRD	Pbre1_06G178200	old	1.218046500749886
TRD	Pbre1_13G146000	old	1.6204618070721626
TD	Pbre1_13G049000	old	0.7214082323201001
TRD	Pbre1_15G065200	old	1.6679980588778853
TRD	Pbre1_13G334600	old	1.0926839583329855
TD	Pbre1_09G108400	old	1.7043235810399053
PD	Pbre1_05G109200	old	1.2493476056978106
TRD	Pbre1_05G455400	old	1.1408980442583563
TD	Pbre1_05G440200	old	1.1345423909276724
TRD	Pbre1_13G328000	old	1.2738064202815294
TD	Pbre1_03G404400	old	0.8793275819085536
TD	Pbre1_17G163600	old	1.2378312620818614
TD	Pbre1_02G429400	old	1.2027574322521688
TRD	Pbre1_09G490400	old	1.6221553225070238
TRD	Pbre1_09G046200	old	0.672644345862791
PD	Pbre1_14G213800	old	0.04001970585249364
TRD	Pbre1_10G535200	old	1.7170560692548755
TRD	Pbre1_09G230600	old	0.7627709989361465
TD	Pbre1_09G056200	old	2.0443160573188215
TRD	Pbre1_02G282000	old	1.8481813247874377
TRD	Pbre1_13G309000	old	1.463256954997778
TRD	Pbre1_06G330600	old	0.8725999182574451
TD	Pbre1_15G283600	old	0.7818594932183622
TRD	Pbre1_03G326800	old	1.132070453502238
TD	Pbre1_14G335000	old	1.289913270454854
PD	Pbre1_08G138400	old	0.8598205091655254
TRD	Pbre1_12G197200	old	0.8685260661412031
PD	Pbre1_05G243200	old	0.7629293007645755
TD	Pbre1_05G181800	old	0.031142323318868875
TRD	Pbre1_13G142000	old	1.065507901635021
TRD	Pbre1_06G363200	old	0.8881139008868486
PD	Pbre1_10G245600	old	0.5551341289374977
PD	Pbre1_05G252000	old	0.568284198831767
PD	Pbre1_12G380600	old	0.8391278605163098
TRD	Pbre1_16G058000	old	1.4382329055070877
TD	Pbre1_02G023000	old	1.1873994530923664
TRD	Pbre1_16G466000	old	1.5442941147238016
TRD	Pbre1_05G397600	old	0.9929379548709839
TRD	Pbre1_10G317600	old	1.0192487195320428
TRD	Pbre1_16G481000	old	0.3987223613169044
TRD	Pbre1_17G473200	old	2.3357214638590813
TRD	Pbre1_15G052400	old	0.9299949741512537
TRD	Pbre1_02G202000	old	1.3096945470422505
PD	Pbre1_09G194800	old	0.453042134616524
TRD	Pbre1_14G453200	old	1.144000680334866
TD	Pbre1_13G073400	old	1.5688103485666216
TRD	Pbre1_17G384400	old	1.8085493234172465
TRD	Pbre1_06G242000	old	0.9601259876340628
TRD	Pbre1_06G166000	old	1.4476984973698854
TRD	Pbre1_08G018800	old	1.410722477555275
TD	Pbre1_04G236400	old	0.8072649915330112
PD	Pbre1_05G089600	old	1.4413259072750808
PD	Pbre1_13G196000	old	1.0435230136159805
TRD	Pbre1_17G031400	old	0.7442558750770987
PD	Pbre1_15G461000	old	1.2112986102998256
TRD	Pbre1_17G106600	old	1.1465067503899335
TRD	Pbre1_16G307200	old	1.2565576089173556
TRD	Pbre1_05G475000	old	0.9340601838044822
TRD	Pbre1_09G143600	old	1.3895884824171663
TRD	Pbre1_08G098800	old	0.8005880413055418
TRD	Pbre1_06G003600	old	1.3888265741989017
TRD	Pbre1_17G174400	old	1.0454563824608922
PD	Pbre1_11G475800	old	0.9801636145040392
PD	Pbre1_05G393400	old	0.9280382258594037
TRD	Pbre1_10G153400	old	1.0536810292378067
PD	Pbre1_12G358600	old	1.558703924080357
TD	Pbre1_08G232800	old	0.6561547034606338
TD	Pbre1_09G259000	old	0.7516629907712341
TRD	Pbre1_06G388400	old	1.29241598809883
TRD	Pbre1_09G246800	old	0.5708767598774285
TRD	Pbre1_10G318400	old	0.41513790719211097
TD	Pbre1_01G270600	old	0.9202593369334936
TRD	Pbre1_11G109200	old	0.9846001092717052
TRD	Pbre1_06G104600	old	1.1676301458254457
PD	Pbre1_11G034400	old	0.24594187350757418
TRD	Pbre1_16G329600	old	0.5680089369509369
TRD	Pbre1_07G103400	old	1.3631541750878096
PD	Pbre1_03G426800	old	1.1598372691497207
PD	Pbre1_12G316000	old	1.4262359046936033
PD	Pbre1_17G019400	old	0.3887789414431899
TRD	Pbre1_17G403600	old	1.2629565731957553
TRD	Pbre1_08G120400	old	1.110230728469789
