duplication_type	gene	age	TPM	log2_TPM_plus_1
TD	Pbre1_14G174800	young	0.117063	0.1597105530768513
TRD	Pbre1_07G057800	young	0.075812	0.1054259864772783
PD	Pbre1_16G045600	young	0.0	0.0
TRD	Pbre1_01G135400	young	0.0	0.0
TD	Pbre1_08G208800	young	0.0	0.0
PD	Pbre1_05G181800	young	0.0	0.0
PD	Pbre1_05G288400	young	1.817141	1.4942317734785586
TRD	Pbre1_09G100400	young	0.0	0.0
PD	Pbre1_06G346600	young	0.563882	0.6451316607033406
PD	Pbre1_10G264000	young	0.47069	0.5564931795671006
PD	Pbre1_05G133200	young	0.085639	0.1185444535185956
TRD	Pbre1_15G634400	young	0.0	0.0
TRD	Pbre1_17G196800	young	0.0	0.0
TRD	Pbre1_02G449000	young	0.029643	0.042144209828369215
PD	Pbre1_02G468600	young	3.179588	2.063360736647858
TRD	Pbre1_12G159400	young	0.0	0.0
TD	Pbre1_09G183800	young	10.942957	3.578088177810769
TRD	Pbre1_07G179600	young	0.0	0.0
TRD	Pbre1_05G535000	young	0.345057	0.42766731172233297
TRD	Pbre1_01G033400	young	5.252051	2.6443295469151504
TRD	Pbre1_03G279000	young	0.0	0.0
TD	Pbre1_02G381200	young	62.347282	5.985210814817882
PD	Pbre1_02G396600	young	54.41816	5.7922869059783775
TRD	Pbre1_03G257800	young	0.0	0.0
TD	Pbre1_13G396000	young	0.0	0.0
TRD	Pbre1_04G085200	young	1.012818	1.0092167289567386
PD	Pbre1_01G136200	young	0.0	0.0
PD	Pbre1_06G031800	young	0.184127	0.24382382120703436
TD	Pbre1_02G444000	young	0.08242	0.11426040151711694
TD	Pbre1_07G421200	young	2.68729	1.882560886762318
TD	Pbre1_09G210800	young	0.017317	0.02476929873028736
PD	Pbre1_12G380000	young	1.490562	1.3164713258786707
PD	Pbre1_10G491600	young	0.685384	0.7530773343029572
TRD	Pbre1_17G334600	young	24.613138	4.678812110794351
TD	Pbre1_08G358600	young	1.026071	1.0186847316677388
PD	Pbre1_11G123800	young	2.361701	1.749191412557377
PD	Pbre1_17G296400	young	0.0	0.0
TRD	Pbre1_16G510400	young	4.251036	2.3926020865142643
TD	Pbre1_16G204800	young	6.297287	2.8673601956174424
TRD	Pbre1_15G099200	young	0.0	0.0
PD	Pbre1_02G021200	young	0.658572	0.729941642085707
TRD	Pbre1_15G784600	young	0.266686	0.3410589377492237
TD	Pbre1_09G099000	young	0.079371	0.11019083133534023
TRD	Pbre1_06G096800	young	0.0	0.0
PD	Pbre1_07G135200	young	67.69349	6.102101477922967
TRD	Pbre1_05G468000	young	0.0	0.0
TRD	Pbre1_02G379200	young	0.369551	0.4537029908166479
TD	Pbre1_10G259800	young	0.0	0.0
PD	Pbre1_08G162000	young	1.095064	1.0669943160355178
TRD	Pbre1_06G153000	young	0.0	0.0
TRD	Pbre1_10G122600	young	55.595991	5.822627957674878
TRD	Pbre1_15G229000	young	9.992581	3.458458258128645
PD	Pbre1_17G390000	young	4.463167	2.449737524516664
TD	Pbre1_10G029600	young	0.308808	0.3882534717946936
TRD	Pbre1_16G447000	young	6.038631	2.8152948547759014
TD	Pbre1_07G091600	young	4.052487	2.336993704569452
PD	Pbre1_17G416000	young	1.342032	1.2277607880192791
PD	Pbre1_01G327600	young	3.270955	2.094558697413711
TRD	Pbre1_08G082000	young	0.0	0.0
PD	Pbre1_02G452000	young	1.917316	1.5446416656125819
TD	Pbre1_15G720800	young	10.168747	3.481395436636662
TRD	Pbre1_07G129400	young	0.055209	0.0775287746679746
PD	Pbre1_02G420000	young	3.637738	2.2134213200319315
PD	Pbre1_11G382800	young	0.0	0.0
PD	Pbre1_12G034600	young	0.081547	0.1130963608094506
TRD	Pbre1_08G171400	young	0.53572	0.6189152008021006
TD	Pbre1_16G203200	young	0.0	0.0
TD	Pbre1_09G470600	young	0.0	0.0
TRD	Pbre1_05G049600	young	0.0	0.0
TRD	Pbre1_02G370200	young	0.0	0.0
TRD	Pbre1_05G227400	young	0.14932	0.20078053700737153
TD	Pbre1_17G109800	young	0.432517	0.5185522598688593
TRD	Pbre1_07G001600	young	1.764503	1.467020137283117
TRD	Pbre1_17G319200	young	0.0	0.0
TD	Pbre1_11G359200	young	0.0	0.0
PD	Pbre1_01G132800	young	0.916917	0.9387878715492409
TD	Pbre1_10G423200	young	0.0	0.0
TRD	Pbre1_03G320400	young	0.351625	0.4346949403157909
TD	Pbre1_07G102800	young	4.037262	2.3326397709545197
PD	Pbre1_05G232000	young	0.198316	0.2610084018809142
TD	Pbre1_15G279600	young	3.132741	2.0470989524557464
PD	Pbre1_13G070400	young	22.581027	4.5595546467734085
PD	Pbre1_08G031600	young	17.329235	4.196074668831855
TD	Pbre1_10G403000	young	2.410433	1.769954920274331
TD	Pbre1_03G089600	young	97.636167	6.6240448326093055
PD	Pbre1_04G342800	young	99.188461	6.646572548440612
PD	Pbre1_02G378000	young	0.026284	0.037430018172492814
PD	Pbre1_10G378600	young	16.895104	4.161493023098115
TD	Pbre1_06G295800	young	0.0	0.0
TD	Pbre1_05G560400	young	0.0	0.0
TD	Pbre1_11G381800	young	11.048766	3.5908134922269794
PD	Pbre1_06G037400	young	0.363544	0.44736125511756775
TD	Pbre1_11G441200	young	4.822351	2.541601814846341
TD	Pbre1_10G518000	young	6.31067	2.8700036307170906
TD	Pbre1_11G455400	young	11.091545	3.5959266919499093
TD	Pbre1_01G128600	young	1.437115	1.285174329032222
TD	Pbre1_06G262200	young	29.647978	4.937719990154174
TD	Pbre1_10G370000	young	8.442246	3.239130070143437
PD	Pbre1_15G763800	young	40.223449	5.365393309299596
PD	Pbre1_17G211800	young	0.05358	0.07529986443648656
TD	Pbre1_09G065400	young	87.51434	6.467839296647616
TD	Pbre1_17G225000	young	0.0	0.0
PD	Pbre1_05G433200	young	0.241307	0.3118599668809361
TD	Pbre1_09G406800	young	1.175823	1.1215612002424737
TD	Pbre1_14G010400	young	0.39899	0.4843856501352819
TD	Pbre1_10G230000	young	0.030077	0.04275218533670224
TD	Pbre1_08G167000	young	105.072532	6.728907301466935
TD	Pbre1_15G707200	young	0.0	0.0
PD	Pbre1_10G163600	young	0.0	0.0
PD	Pbre1_05G263000	young	5.83184	2.77227418779366
PD	Pbre1_09G282800	young	10.112978	3.4741735695913034
TD	Pbre1_08G138200	young	1.182419	1.1259281095399984
PD	Pbre1_02G034200	young	0.393092	0.4782905368774135
PD	Pbre1_10G372800	young	10.71656	3.550477149338425
TD	Pbre1_07G066000	young	0.141334	0.19072104371335913
TD	Pbre1_11G359800	young	0.078457	0.10896865482615331
TD	Pbre1_17G239400	young	0.0	0.0
PD	Pbre1_15G083000	young	6.225021	2.8530017809076873
PD	Pbre1_03G348000	young	0.35685	0.44026123938797107
PD	Pbre1_10G332400	young	6.485879	2.9041717290406046
TD	Pbre1_02G374000	young	0.0	0.0
TD	Pbre1_16G315400	young	0.061628	0.08627832680834138
PD	Pbre1_14G140000	young	0.0	0.0
TD	Pbre1_14G132400	young	0.3871	0.4720717994160677
PD	Pbre1_16G402600	young	0.092436	0.12754876239205395
TD	Pbre1_05G317600	young	2.037964	1.6031047739449342
TD	Pbre1_07G082800	young	8.341721	3.2236883582266245
PD	Pbre1_12G157400	young	0.0	0.0
PD	Pbre1_07G149800	young	0.014289	0.020468776071292372
PD	Pbre1_13G423200	young	3.597604	2.200882209457713
PD	Pbre1_05G540600	young	139.996998	7.139520635968877
TD	Pbre1_09G334000	young	0.230544	0.2992962445062705
PD	Pbre1_12G277600	young	0.0	0.0
TD	Pbre1_11G358000	young	0.0	0.0
PD	Pbre1_17G116800	young	0.559656	0.6412278612535847
TRD	Pbre1_10G161600	young	0.0	0.0
TD	Pbre1_08G236800	young	0.0	0.0
PD	Pbre1_02G423200	young	4.285804	2.402122930187478
PD	Pbre1_11G016200	young	8.057917	3.179179319666561
TD	Pbre1_07G492600	young	0.0	0.0
PD	Pbre1_10G070200	young	1.834008	1.5028438307838203
TD	Pbre1_11G507800	young	1.73783	1.4530328681549076
TD	Pbre1_10G577200	young	0.0	0.0
TD	Pbre1_12G221800	young	10.378149	3.5081939736459273
PD	Pbre1_17G231200	young	0.544117	0.6267820718577346
TD	Pbre1_02G155400	young	5.811186	2.767906029858854
TD	Pbre1_01G331800	young	0.0	0.0
TD	Pbre1_14G380200	young	4.714663	2.5146684236254004
TD	Pbre1_03G299400	young	19.349895	4.346949445478634
TD	Pbre1_01G216600	young	0.0	0.0
PD	Pbre1_07G425400	young	12.059666	3.707046095423668
PD	Pbre1_15G695800	young	7.241736	3.0429482518262763
PD	Pbre1_09G264600	young	0.826176	0.8688258135648226
PD	Pbre1_16G078400	young	0.0	0.0
TD	Pbre1_03G386400	young	22.165409	4.533900249180098
TD	Pbre1_06G409200	young	0.0	0.0
TD	Pbre1_09G094000	young	0.102333	0.14056010855287945
PD	Pbre1_04G217600	young	0.135369	0.18316125606414052
TD	Pbre1_16G041200	young	0.0	0.0
PD	Pbre1_15G740800	young	0.0	0.0
TD	Pbre1_17G112400	young	15.260798	4.023326154415482
PD	Pbre1_05G126600	young	0.376407	0.4609071343276119
TD	Pbre1_17G378800	young	20.55871	4.430198949588083
PD	Pbre1_07G016000	young	0.22363	0.2911673833071017
PD	Pbre1_16G051400	young	0.0	0.0
TD	Pbre1_12G380000	young	1.490562	1.3164713258786707
PD	Pbre1_01G010800	young	0.0	0.0
TD	Pbre1_06G068200	young	1.334305	1.2229930757151883
TD	Pbre1_05G417000	young	10.416172	3.513007071120414
PD	Pbre1_17G114200	young	5.176978	2.626901192380263
PD	Pbre1_05G192800	young	0.483555	0.5690584130038139
PD	Pbre1_07G241400	young	0.806182	0.8529432733658554
TD	Pbre1_11G449000	young	14.586886	3.9622608252902194
TD	Pbre1_05G330800	young	5.178579	2.627275073504908
PD	Pbre1_01G142000	young	0.035574	0.05043064927887826
TD	Pbre1_05G093200	young	161.152887	7.341210899806526
PD	Pbre1_01G387400	young	0.0	0.0
TD	Pbre1_17G218800	young	0.236506	0.30626924025291635
PD	Pbre1_01G201400	young	0.163451	0.2184104513572547
PD	Pbre1_09G022800	young	1.311447	1.2087962828793781
PD	Pbre1_15G762800	young	0.349275	0.4321844184885269
TD	Pbre1_01G374600	young	11.471163	3.6405241050506034
TD	Pbre1_06G310800	young	0.214745	0.28065349420448843
TD	Pbre1_07G396000	young	1.244157	1.166173609635751
PD	Pbre1_01G327200	young	2.703441	1.8888663536226882
PD	Pbre1_02G380200	young	0.0	0.0
PD	Pbre1_17G329000	young	31.154158	5.0069334059429815
PD	Pbre1_08G357200	young	0.305705	0.3848289833229943
PD	Pbre1_02G015800	young	0.068781	0.09596626598464814
PD	Pbre1_05G300200	young	1.039191	1.0279969111306468
PD	Pbre1_02G245400	young	2.884702	1.9578039320662635
PD	Pbre1_13G336800	young	0.047476	0.0669171889579039
PD	Pbre1_05G307400	young	0.0	0.0
TD	Pbre1_06G206600	young	11.737149	3.670970485208848
TD	Pbre1_07G447000	young	0.029484	0.041921408114869
PD	Pbre1_02G379800	young	1.35323	1.2346423335852326
TD	Pbre1_15G243400	young	4.09911	2.3502454606851924
TD	Pbre1_09G356000	young	55.922638	5.830930617983813
TD	Pbre1_06G056600	young	8.927446	3.3114226082811875
PD	Pbre1_09G158600	young	0.577686	0.6578101005859833
TD	Pbre1_10G000400	young	0.0	0.0
TD	Pbre1_05G422400	young	132.970828	7.065775079401631
TD	Pbre1_16G454200	young	1.146553	1.10202179444574
PD	Pbre1_05G437600	young	2.331891	1.7363412049256572
TD	Pbre1_05G487600	young	0.0	0.0
TD	Pbre1_15G259200	young	28.067946	4.861357226206447
TD	Pbre1_11G132400	young	0.018188	0.026003967726245362
PD	Pbre1_02G402200	young	14.949127	3.9954055529063686
TD	Pbre1_11G011000	young	21.860692	4.514797169912109
PD	Pbre1_11G337200	young	1.49959	1.321691473497172
TD	Pbre1_15G584600	young	57.380174	5.867406605634412
PD	Pbre1_08G037000	young	2.869774	1.9522493135014924
PD	Pbre1_15G307800	young	0.017494	0.025020287173814763
PD	Pbre1_05G583400	young	0.204096	0.2679504196745877
PD	Pbre1_08G309200	young	0.0	0.0
PD	Pbre1_07G186000	young	0.0	0.0
TD	Pbre1_08G347200	young	0.0	0.0
PD	Pbre1_10G030200	young	8.857743	3.3012573691752367
PD	Pbre1_03G420600	young	0.0	0.0
TD	Pbre1_10G108600	young	0.801425	0.8491385882729113
PD	Pbre1_11G061600	young	0.877695	0.9089627404556784
TD	Pbre1_17G476200	young	0.530382	0.613891810250235
TD	Pbre1_17G187000	young	49.088188	5.646398516211691
TD	Pbre1_03G187800	young	0.0	0.0
PD	Pbre1_02G487200	young	3.477728	2.162766894208942
TD	Pbre1_14G268600	young	0.614455	0.6910472290091171
TD	Pbre1_04G379000	young	0.628536	0.7035756119336409
TD	Pbre1_07G040200	young	81.325081	6.363260121182517
TD	Pbre1_08G255800	young	22.481671	4.553463171888767
TD	Pbre1_11G152600	young	0.099264	0.13653790653459916
TRD	Pbre1_05G152400	young	0.0	0.0
PD	Pbre1_02G453000	young	0.918304	0.9398313671438626
TD	Pbre1_10G208400	young	0.402019	0.48750590071803646
TD	Pbre1_10G437000	young	0.781989	0.8334884313074049
PD	Pbre1_16G145600	young	1.689604	1.4273937752756058
PD	Pbre1_17G211000	young	1.209433	1.1436761827204818
TRD	Pbre1_05G107400	young	0.0	0.0
PD	Pbre1_17G492000	young	0.60754	0.6848546362055805
TD	Pbre1_14G371400	young	8.892172	3.3062873247854454
TD	Pbre1_02G443400	young	6.044498	2.8164969018912216
TD	Pbre1_05G256800	young	3.04743	2.0170061294404658
TD	Pbre1_02G179400	young	5.868439	2.7799822529222085
TD	Pbre1_07G092000	young	50.044637	5.673687487333382
PD	Pbre1_01G217000	young	0.048032	0.06768276795980482
TD	Pbre1_10G281600	young	2.429025	1.777798422571752
TD	Pbre1_03G332200	young	15.725259	4.063956646867547
PD	Pbre1_02G397600	young	0.0	0.0
PD	Pbre1_05G274200	young	5.973803	2.8019456106105602
TD	Pbre1_01G113400	young	10.075859	3.469346687751831
TD	Pbre1_07G243400	young	0.160482	0.21472414550692692
PD	Pbre1_01G418600	young	4.854341	2.5495067813942556
TD	Pbre1_08G366800	young	5.402576	2.6786524730351373
TD	Pbre1_07G108800	young	1.890439	1.5312886259523986
TD	Pbre1_11G052000	young	2.546643	1.8264541179668066
PD	Pbre1_13G266800	young	0.0	0.0
TD	Pbre1_09G162600	young	7.971207	3.165302100614803
TD	Pbre1_12G404200	young	2.575662	1.8382103679612558
TD	Pbre1_05G327200	young	31.816396	5.03634490112387
TD	Pbre1_06G360600	young	4.680321	2.505972460015633
TD	Pbre1_07G013200	young	8.134304	3.191294805042974
PD	Pbre1_07G172400	young	7.501127	3.0876541129599695
TD	Pbre1_04G098200	young	0.0	0.0
TD	Pbre1_14G446400	young	0.076812	0.10676639255346244
PD	Pbre1_14G167200	young	0.0	0.0
PD	Pbre1_07G141800	young	0.252503	0.3248140589733294
TD	Pbre1_15G705400	young	9.903502	3.446719670861261
PD	Pbre1_07G043600	young	0.681817	0.750020733205592
TRD	Pbre1_14G268400	young	0.370559	0.45476443482204587
TD	Pbre1_09G274600	young	0.009694	0.01391813300542108
TD	Pbre1_15G729200	young	6.81683	2.9665836624584316
PD	Pbre1_01G326800	young	0.608179	0.6854279960938432
PD	Pbre1_02G438000	young	0.441194	0.5272645506406879
TD	Pbre1_07G156600	young	2.304339	1.7243617038670407
PD	Pbre1_04G391200	young	0.11679	0.15935792848774588
PD	Pbre1_13G485400	young	3.733386	2.2428725763291437
PD	Pbre1_15G172600	young	0.283566	0.36015748011640175
TRD	Pbre1_13G212800	young	0.0	0.0
PD	Pbre1_03G297800	young	4.215698	2.3828603368780574
TD	Pbre1_10G193400	young	4.760711	2.526246883346562
PD	Pbre1_03G021800	young	12.674646	3.7734315808737553
TD	Pbre1_05G552800	young	0.0	0.0
TRD	Pbre1_17G012400	young	0.0	0.0
TD	Pbre1_05G029200	young	1.524242	1.3358502286499567
PD	Pbre1_15G515400	young	18.485713	4.284344816886715
PD	Pbre1_05G227800	young	0.49466	0.5798173425503802
TD	Pbre1_05G553400	young	0.050951	0.0716954060222924
PD	Pbre1_01G327800	young	0.428263	0.514261661341555
PD	Pbre1_10G572800	young	1.832922	1.50229087995027
PD	Pbre1_07G390200	young	6.370957	2.881851942186299
PD	Pbre1_07G049800	young	1.96494	1.5680029099725268
PD	Pbre1_08G179800	young	0.424231	0.5101831600168053
PD	Pbre1_09G229000	young	2.311915	1.7276656466741662
PD	Pbre1_13G337000	young	0.119228	0.1625039603206732
PD	Pbre1_05G432800	young	6.825578	2.9681973139542173
PD	Pbre1_03G198600	young	1.613321	1.3858843449659506
PD	Pbre1_13G465400	young	3.212591	2.0747078515955537
TD	Pbre1_03G054000	young	0.0	0.0
TD	Pbre1_06G186000	young	0.909898	0.9334955917565333
TD	Pbre1_17G291400	young	18.574713	4.290919250091438
TD	Pbre1_01G107200	young	0.304275	0.38324808682960504
TD	Pbre1_02G457200	young	14.332112	3.9384845369627466
PD	Pbre1_17G117200	young	0.0	0.0
PD	Pbre1_04G062400	young	1.035362	1.0252854083289054
TRD	Pbre1_02G265000	young	0.0	0.0
PD	Pbre1_09G198600	young	1.129455	1.090484242936948
PD	Pbre1_12G424400	young	17.670216	4.222666713416995
TD	Pbre1_12G411600	young	0.055384	0.07776801703515215
PD	Pbre1_02G456000	young	8.227555	3.2059484315487246
PD	Pbre1_05G038800	young	0.063408	0.08869522494406809
TD	Pbre1_16G350600	young	7.417863	3.073454030131694
PD	Pbre1_03G153200	young	1.773117	1.4715084861065404
PD	Pbre1_03G196400	young	0.0	0.0
PD	Pbre1_05G300000	young	0.017105	0.024468622322171753
TD	Pbre1_15G702400	young	0.359969	0.4435737661403263
TD	Pbre1_08G320200	young	476.292572	8.898730073991887
TD	Pbre1_03G068200	young	0.01636	0.023411502722324593
TD	Pbre1_11G149400	young	0.0	0.0
TD	Pbre1_11G372400	young	0.0	0.0
TD	Pbre1_17G357800	young	0.0	0.0
TD	Pbre1_06G007200	young	0.190242	0.25125493210860583
PD	Pbre1_11G423600	young	0.208768	0.27353737331525735
TD	Pbre1_11G027600	young	15.792838	4.069774162120682
PD	Pbre1_16G456000	young	0.0	0.0
PD	Pbre1_09G184600	young	0.0	0.0
PD	Pbre1_05G130600	young	123.591022	6.9610563016138185
PD	Pbre1_04G042000	young	3.062179	2.0222538134209955
TD	Pbre1_07G084000	young	0.0	0.0
TD	Pbre1_05G371200	young	1.1706	1.11809388938682
TD	Pbre1_06G031800	young	0.184127	0.24382382120703436
PD	Pbre1_07G317200	young	29.895691	4.949333735398192
TD	Pbre1_10G352600	young	0.101289	0.13919311027878623
PD	Pbre1_05G246400	young	0.051176	0.07200424215392431
PD	Pbre1_13G043200	young	5.247485	2.6432755324541812
TD	Pbre1_06G054200	young	0.736253	0.7959771869821228
PD	Pbre1_08G090800	young	0.0	0.0
PD	Pbre1_06G155800	young	103.695841	6.710060322703899
TD	Pbre1_11G113000	young	2.733241	1.9004286450679948
TD	Pbre1_03G205400	young	0.318834	0.39926298578115993
PD	Pbre1_13G351000	young	21.197173	4.472304043598535
TD	Pbre1_14G100200	young	0.0	0.0
TD	Pbre1_15G260800	young	2.876408	1.9547204253966677
TD	Pbre1_17G276200	young	1.267382	1.181027471395674
PD	Pbre1_17G047400	young	5.428446	2.6844700254142198
PD	Pbre1_02G422800	young	4.222693	2.384793901796562
TD	Pbre1_02G102600	young	2.951524	1.9824091705564295
PD	Pbre1_05G358200	young	0.0	0.0
PD	Pbre1_01G141600	young	0.0	0.0
PD	Pbre1_11G285000	young	48.346798	5.624884569449636
PD	Pbre1_17G391200	young	45.786452	5.548018922515165
PD	Pbre1_13G202200	young	5.419351	2.6824274474393808
TD	Pbre1_09G117000	young	0.915836	0.937974068321872
TD	Pbre1_03G420200	young	0.0	0.0
TD	Pbre1_10G064800	young	8.995636	3.321298365354538
TD	Pbre1_04G023600	young	7.382593	3.0673965839712847
PD	Pbre1_17G280400	young	0.0	0.0
PD	Pbre1_13G351200	young	11.286667	3.619021704274686
PD	Pbre1_17G087800	young	2.044859	1.6063754219869
PD	Pbre1_12G109600	young	0.047225	0.06657144371121117
PD	Pbre1_02G443600	young	1.695909	1.4307717993890399
TD	Pbre1_16G055200	young	4.055635	2.337892309500328
PD	Pbre1_08G073600	young	8.914476	3.309536525134063
PD	Pbre1_03G135600	young	2.663848	1.873359652399124
PD	Pbre1_08G321400	young	0.036402	0.05158370467859727
TD	Pbre1_05G575800	young	0.404947	0.49051570747155016
TD	Pbre1_03G292800	young	0.939557	0.9557271746365169
TRD	Pbre1_07G185800	young	0.0	0.0
TD	Pbre1_11G080400	young	0.0	0.0
PD	Pbre1_14G148000	young	0.663186	0.7339495193601591
TD	Pbre1_12G104200	young	0.0	0.0
PD	Pbre1_07G210200	young	0.468164	0.5540131321944111
PD	Pbre1_02G397000	young	0.208053	0.27268375032511466
PD	Pbre1_15G082800	young	0.016907	0.0241877452978492
PD	Pbre1_10G239600	young	0.205265	0.2693503847567317
TD	Pbre1_12G056000	young	0.777163	0.8295760102956975
TD	Pbre1_15G015200	young	51.070672	5.702399120490338
TD	Pbre1_16G347600	young	19.996841	4.392100383899919
PD	Pbre1_13G157000	young	3.794695	2.2614390454868873
TD	Pbre1_05G515200	young	3.964382	2.311614132450874
PD	Pbre1_14G365400	young	0.324773	0.4057451748980593
PD	Pbre1_03G114400	young	4.222118	2.3846350574384694
PD	Pbre1_14G304000	young	19.995561	4.392012432291296
PD	Pbre1_03G198400	young	1.102465	1.072081783954036
TD	Pbre1_07G267800	young	44.62065	5.511615097107251
TD	Pbre1_09G177600	young	0.101614	0.13961879937330463
PD	Pbre1_10G029200	young	0.038675	0.054744307528020585
PD	Pbre1_04G042200	young	4.048591	2.33588080549907
TD	Pbre1_13G409400	young	55.753951	5.826648925875803
PD	Pbre1_03G085000	young	0.0	0.0
PD	Pbre1_08G048200	young	0.0	0.0
TD	Pbre1_11G033000	young	15.66961	4.059148446503369
TD	Pbre1_02G441000	young	12.689131	3.774958960637095
TD	Pbre1_04G051200	young	26.919746	4.803213911570771
TD	Pbre1_14G093200	young	0.0	0.0
PD	Pbre1_11G275200	young	0.030578	0.04345370036927877
TD	Pbre1_06G266200	young	28.903196	4.902227780211814
PD	Pbre1_15G695600	young	0.0	0.0
TD	Pbre1_13G062200	young	0.258341	0.3315229336198336
PD	Pbre1_01G147200	young	1.975562	1.5731621786861294
PD	Pbre1_05G269000	young	0.023232	0.03313328809627269
TD	Pbre1_11G196200	young	0.599798	0.6778897533651544
PD	Pbre1_04G062200	young	0.146037	0.19665362250216245
PD	Pbre1_01G233200	young	4.341001	2.4171101543470495
PD	Pbre1_14G010000	young	0.0	0.0
TD	Pbre1_15G266000	young	78.831174	6.318880322447719
PD	Pbre1_13G072600	young	3.465165	2.158713487840002
TD	Pbre1_01G315000	young	3.666744	2.2224163286561796
TD	Pbre1_15G085000	young	0.11022	0.15084558780042595
TD	Pbre1_10G288400	young	1.384643	1.2537732994883874
PD	Pbre1_04G336600	young	0.049244	0.06935021333581204
PD	Pbre1_04G185200	young	7.182749	3.032585598962608
PD	Pbre1_05G029600	young	0.628087	0.7031777948836087
PD	Pbre1_15G695400	young	0.021893	0.03124414299679981
TD	Pbre1_08G300200	young	0.0	0.0
TD	Pbre1_03G016600	young	3.652669	2.21805855459045
PD	Pbre1_12G412000	young	0.149038	0.2004265103469713
TD	Pbre1_09G108200	young	1.298345	1.2005953743245932
PD	Pbre1_17G486200	young	9.998777	3.4592712082620456
TD	Pbre1_09G221400	young	0.263211	0.3370956393066342
TD	Pbre1_08G402400	young	2.718903	1.894877118682895
TD	Pbre1_07G479000	young	1.507595	1.3263043582383232
TD	Pbre1_03G435600	young	0.0	0.0
TD	Pbre1_11G091000	young	32.172861	5.051931537900128
TD	Pbre1_17G441000	young	21.698703	4.504537959411203
TD	Pbre1_03G208600	young	5.283992	2.6516813439727085
PD	Pbre1_16G145400	young	13.51872	3.859842362886856
TD	Pbre1_08G351000	young	7.949199	3.161758559422451
PD	Pbre1_16G097800	young	34.956039	5.168162193887457
TD	Pbre1_14G410600	young	12.70124	3.7762345618612065
PD	Pbre1_11G345600	young	2.267254	1.7080786158705923
TD	Pbre1_15G431000	young	0.0	0.0
TD	Pbre1_07G052000	young	13.279277	3.8358510283915694
TD	Pbre1_04G014600	young	11.446457	3.637663219030162
TD	Pbre1_03G067800	young	0.349844	0.4327926862162012
TD	Pbre1_02G042000	young	11.365352	3.628231403877343
PD	Pbre1_01G432800	young	59.52844	5.919541263823033
TD	Pbre1_02G088200	young	37.520524	5.2675554233818085
PD	Pbre1_04G307000	young	4.17946	2.3728016932917457
PD	Pbre1_10G070400	young	1.359383	1.2384096311039443
PD	Pbre1_01G126400	young	0.223161	0.29061431278946154
TD	Pbre1_08G290000	young	0.88721	0.9162549683022355
TD	Pbre1_08G094600	young	0.040884	0.057809298272683
TD	Pbre1_15G050800	young	0.0	0.0
PD	Pbre1_17G486600	young	2.7282	1.898479255718769
TD	Pbre1_08G220800	young	18.50989	4.286133738702991
PD	Pbre1_16G046600	young	0.115698	0.15794656761118583
TD	Pbre1_03G024200	young	2.867173	1.9512793055790614
TD	Pbre1_11G454000	young	0.437845	0.5239081613238559
